Season,Week,game_date,home_team,away_team,has_odds
2022,9,2022-11-06,Bears,Dolphins,
2022,9,2022-11-06,Lions,Packers,
2022,9,2022-11-06,Bengals,Panthers,
2022,9,2022-11-06,Jaguars,Raiders,
2022,9,2022-11-06,Buccaneers,Rams,
2022,9,2022-11-06,Cardinals,Seahawks,
2022,9,2022-11-06,Chiefs,Titans,
2022,9,2022-11-06,Commanders,Vikings,
2022,9,2022-11-07,Saints,Ravens,
2022,10,2022-11-10,Panthers,Falcons,
2022,10,2022-11-13,Titans,Broncos,
2022,10,2022-11-13,Dolphins,Browns,
2022,10,2022-11-13,Rams,Cardinals,
2022,10,2022-11-13,49ers,Chargers,
2022,10,2022-11-13,Raiders,Colts,
2022,10,2022-11-13,Packers,Cowboys,
2022,10,2022-11-13,Chiefs,Jaguars,
2022,10,2022-11-13,Bears,Lions,
2022,10,2022-11-13,Steelers,Saints,
2022,10,2022-11-13,Buccaneers,Seahawks,
2022,10,2022-11-13,Giants,Texans,
2022,10,2022-11-13,Bills,Vikings,
2022,10,2022-11-14,Eagles,Commanders,
2022,11,2022-11-17,Packers,Titans,
2022,11,2022-11-20,Falcons,Bears,
2022,11,2022-11-20,Steelers,Bengals,
2022,11,2022-11-20,Bills,Browns,
2022,11,2022-11-20,Chargers,Chiefs,
2022,11,2022-11-20,Texans,Commanders,
2022,11,2022-11-20,Vikings,Cowboys,
2022,11,2022-11-20,Colts,Eagles,
2022,11,2022-11-20,Patriots,Jets,
2022,11,2022-11-20,Giants,Lions,
2022,11,2022-11-20,Ravens,Panthers,
2022,11,2022-11-20,Broncos,Raiders,
2022,11,2022-11-20,Saints,Rams,
2022,11,2022-11-21,Cardinals,49ers,
2022,12,2022-11-24,Lions,Bills,
2022,12,2022-11-24,Cowboys,Giants,
2022,12,2022-11-24,Vikings,Patriots,
2022,12,2022-11-27,Jets,Bears,
2022,12,2022-11-27,Titans,Bengals,
2022,12,2022-11-27,Panthers,Broncos,
2022,12,2022-11-27,Browns,Buccaneers,
2022,12,2022-11-27,Cardinals,Chargers,
2022,12,2022-11-27,Commanders,Falcons,
2022,12,2022-11-27,Eagles,Packers,
2022,12,2022-11-27,Seahawks,Raiders,
2022,12,2022-11-27,Chiefs,Rams,
2022,12,2022-11-27,Jaguars,Ravens,
2022,12,2022-11-27,49ers,Saints,
2022,12,2022-11-27,Dolphins,Texans,
2022,12,2022-11-28,Colts,Steelers,
2022,13,2022-12-01,Patriots,Bills,
2022,13,2022-12-04,Ravens,Broncos,
2022,13,2022-12-04,Texans,Browns,
2022,13,2022-12-04,Raiders,Chargers,
2022,13,2022-12-04,Bengals,Chiefs,
2022,13,2022-12-04,Cowboys,Colts,
2022,13,2022-12-04,Giants,Commanders,
2022,13,2022-12-04,49ers,Dolphins,
2022,13,2022-12-04,Lions,Jaguars,
2022,13,2022-12-04,Vikings,Jets,
2022,13,2022-12-04,Bears,Packers,
2022,13,2022-12-04,Rams,Seahawks,
2022,13,2022-12-04,Falcons,Steelers,
2022,13,2022-12-04,Eagles,Titans,
2022,13,2022-12-05,Buccaneers,Saints,
2022,14,2022-12-08,Rams,Raiders,
2022,14,2022-12-11,Bengals,Browns,
2022,14,2022-12-11,49ers,Buccaneers,
2022,14,2022-12-11,Broncos,Chiefs,
2022,14,2022-12-11,Chargers,Dolphins,
2022,14,2022-12-11,Giants,Eagles,
2022,14,2022-12-11,Titans,Jaguars,
2022,14,2022-12-11,Bills,Jets,
2022,14,2022-12-11,Seahawks,Panthers,
2022,14,2022-12-11,Steelers,Ravens,
2022,14,2022-12-11,Cowboys,Texans,
2022,14,2022-12-11,Lions,Vikings,
2022,14,2022-12-12,Cardinals,Patriots,
2022,15,2022-12-15,Seahawks,49ers,
2022,15,2022-12-17,Vikings,Colts,
2022,15,2022-12-17,Bills,Dolphins,
2022,15,2022-12-17,Browns,Ravens,
2022,15,2022-12-18,Buccaneers,Bengals,
2022,15,2022-12-18,Broncos,Cardinals,
2022,15,2022-12-18,Texans,Chiefs,
2022,15,2022-12-18,Jaguars,Cowboys,
2022,15,2022-12-18,Bears,Eagles,
2022,15,2022-12-18,Saints,Falcons,
2022,15,2022-12-18,Commanders,Giants,
2022,15,2022-12-18,Jets,Lions,
2022,15,2022-12-18,Raiders,Patriots,
2022,15,2022-12-18,Panthers,Steelers,
2022,15,2022-12-18,Chargers,Titans,
2022,15,2022-12-19,Packers,Rams,
2022,16,2022-12-22,Jets,Jaguars,
2022,16,2022-12-24,Patriots,Bengals,
2022,16,2022-12-24,Bears,Bills,
2022,16,2022-12-24,49ers,Commanders,
2022,16,2022-12-24,Cowboys,Eagles,
2022,16,2022-12-24,Ravens,Falcons,
2022,16,2022-12-24,Vikings,Giants,
2022,16,2022-12-24,Panthers,Lions,
2022,16,2022-12-24,Steelers,Raiders,
2022,16,2022-12-24,Browns,Saints,
2022,16,2022-12-24,Chiefs,Seahawks,
2022,16,2022-12-24,Titans,Texans,
2022,16,2022-12-25,Rams,Broncos,
2022,16,2022-12-25,Cardinals,Buccaneers,
2022,16,2022-12-25,Dolphins,Packers,
2022,16,2022-12-26,Colts,Chargers,
2022,17,2022-12-29,Titans,Cowboys,
2022,17,2023-01-01,Raiders,49ers,
2022,17,2023-01-01,Lions,Bears,
2022,17,2023-01-01,Chiefs,Broncos,
2022,17,2023-01-01,Commanders,Browns,
2022,17,2023-01-01,Falcons,Cardinals,
2022,17,2023-01-01,Giants,Colts,
2022,17,2023-01-01,Patriots,Dolphins,
2022,17,2023-01-01,Texans,Jaguars,
2022,17,2023-01-01,Seahawks,Jets,
2022,17,2023-01-01,Buccaneers,Panthers,
2022,17,2023-01-01,Chargers,Rams,
2022,17,2023-01-01,Eagles,Saints,
2022,17,2023-01-01,Ravens,Steelers,
2022,17,2023-01-01,Packers,Vikings,
2022,18,2023-01-07,Raiders,Chiefs,
2022,18,2023-01-07,Jaguars,Titans,
2022,18,2023-01-08,Steelers,Browns,
2022,18,2023-01-08,Falcons,Buccaneers,
2022,18,2023-01-08,49ers,Cardinals,
2022,18,2023-01-08,Broncos,Chargers,
2022,18,2023-01-08,Commanders,Cowboys,
2022,18,2023-01-08,Eagles,Giants,
2022,18,2023-01-08,Dolphins,Jets,
2022,18,2023-01-08,Packers,Lions,
2022,18,2023-01-08,Saints,Panthers,
2022,18,2023-01-08,Bills,Patriots,
2022,18,2023-01-08,Seahawks,Rams,
2022,18,2023-01-08,Bengals,Ravens,
2022,18,2023-01-08,Colts,Texans,
2022,18,2023-01-08,Bears,Vikings,
2022,19,2023-01-14,Jaguars,Chargers,
2022,19,2023-01-14,49ers,Seahawks,
2022,19,2023-01-15,Bills,Dolphins,
2022,19,2023-01-15,Vikings,Giants,
2022,19,2023-01-15,Bengals,Ravens,
2022,19,2023-01-16,Buccaneers,Cowboys,
2022,20,2023-01-21,Eagles,Giants,
2022,20,2023-01-21,Chiefs,Jaguars,
2022,20,2023-01-22,Bills,Bengals,
2022,20,2023-01-22,49ers,Cowboys,
2022,21,2023-01-29,Eagles,49ers,
2022,21,2023-01-29,Chiefs,Bengals,
2022,22,2023-02-12,Eagles,Chiefs,
2022,17,,Bengals,Bills,
2023,1,2023-09-07,Chiefs,Lions,
2023,1,2023-09-10,Steelers,49ers,
2023,1,2023-09-10,Browns,Bengals,
2023,1,2023-09-10,Vikings,Buccaneers,
2023,1,2023-09-10,Commanders,Cardinals,
2023,1,2023-09-10,Giants,Cowboys,
2023,1,2023-09-10,Chargers,Dolphins,
2023,1,2023-09-10,Patriots,Eagles,
2023,1,2023-09-10,Colts,Jaguars,
2023,1,2023-09-10,Bears,Packers,
2023,1,2023-09-10,Falcons,Panthers,
2023,1,2023-09-10,Broncos,Raiders,
2023,1,2023-09-10,Seahawks,Rams,
2023,1,2023-09-10,Ravens,Texans,
2023,1,2023-09-10,Saints,Titans,
2023,1,2023-09-11,Jets,Bills,
2023,2,2023-09-14,Eagles,Vikings,
2023,2,2023-09-17,Rams,49ers,
2023,2,2023-09-17,Buccaneers,Bears,
2023,2,2023-09-17,Titans,Chargers,
2023,2,2023-09-17,Jaguars,Chiefs,
2023,2,2023-09-17,Texans,Colts,
2023,2,2023-09-17,Broncos,Commanders,
2023,2,2023-09-17,Patriots,Dolphins,
2023,2,2023-09-17,Cardinals,Giants,
2023,2,2023-09-17,Cowboys,Jets,
2023,2,2023-09-17,Falcons,Packers,
2023,2,2023-09-17,Bills,Raiders,
2023,2,2023-09-17,Bengals,Ravens,
2023,2,2023-09-17,Lions,Seahawks,
2023,2,2023-09-18,Steelers,Browns,
2023,2,2023-09-18,Panthers,Saints,
2023,3,2023-09-21,49ers,Giants,
2023,3,2023-09-24,Chiefs,Bears,
2023,3,2023-09-24,Commanders,Bills,
2023,3,2023-09-24,Dolphins,Broncos,
2023,3,2023-09-24,Vikings,Chargers,
2023,3,2023-09-24,Ravens,Colts,
2023,3,2023-09-24,Cardinals,Cowboys,
2023,3,2023-09-24,Lions,Falcons,
2023,3,2023-09-24,Seahawks,Panthers,
2023,3,2023-09-24,Jets,Patriots,
2023,3,2023-09-24,Packers,Saints,
2023,3,2023-09-24,Raiders,Steelers,
2023,3,2023-09-24,Jaguars,Texans,
2023,3,2023-09-24,Browns,Titans,
2023,3,2023-09-25,Buccaneers,Eagles,
2023,3,2023-09-25,Bengals,Rams,
2023,4,2023-09-28,Packers,Lions,
2023,4,2023-10-01,Titans,Bengals,
2023,4,2023-10-01,Bears,Broncos,
2023,4,2023-10-01,Saints,Buccaneers,
2023,4,2023-10-01,49ers,Cardinals,
2023,4,2023-10-01,Jets,Chiefs,
2023,4,2023-10-01,Eagles,Commanders,
2023,4,2023-10-01,Bills,Dolphins,
2023,4,2023-10-01,Jaguars,Falcons,
2023,4,2023-10-01,Cowboys,Patriots,
2023,4,2023-10-01,Chargers,Raiders,
2023,4,2023-10-01,Colts,Rams,
2023,4,2023-10-01,Browns,Ravens,
2023,4,2023-10-01,Texans,Steelers,
2023,4,2023-10-01,Panthers,Vikings,
2023,4,2023-10-02,Giants,Seahawks,
2023,5,2023-10-05,Commanders,Bears,
2023,5,2023-10-08,Cardinals,Bengals,
2023,5,2023-10-08,Vikings,Chiefs,
2023,5,2023-10-08,49ers,Cowboys,
2023,5,2023-10-08,Rams,Eagles,
2023,5,2023-10-08,Dolphins,Giants,
2023,5,2023-10-08,Bills,Jaguars,
2023,5,2023-10-08,Broncos,Jets,
2023,5,2023-10-08,Lions,Panthers,
2023,5,2023-10-08,Steelers,Ravens,
2023,5,2023-10-08,Patriots,Saints,
2023,5,2023-10-08,Falcons,Texans,
2023,5,2023-10-08,Colts,Titans,
2023,5,2023-10-09,Raiders,Packers,
2023,6,2023-10-12,Chiefs,Broncos,
2023,6,2023-10-15,Browns,49ers,
2023,6,2023-10-15,Rams,Cardinals,
2023,6,2023-10-15,Jaguars,Colts,
2023,6,2023-10-15,Falcons,Commanders,
2023,6,2023-10-15,Jets,Eagles,
2023,6,2023-10-15,Bills,Giants,
2023,6,2023-10-15,Buccaneers,Lions,
2023,6,2023-10-15,Dolphins,Panthers,
2023,6,2023-10-15,Raiders,Patriots,
2023,6,2023-10-15,Titans,Ravens,
2023,6,2023-10-15,Texans,Saints,
2023,6,2023-10-15,Bengals,Seahawks,
2023,6,2023-10-15,Bears,Vikings,
2023,6,2023-10-16,Chargers,Cowboys,
2023,7,2023-10-19,Saints,Jaguars,
2023,7,2023-10-22,Patriots,Bills,
2023,7,2023-10-22,Colts,Browns,
2023,7,2023-10-22,Seahawks,Cardinals,
2023,7,2023-10-22,Chiefs,Chargers,
2023,7,2023-10-22,Giants,Commanders,
2023,7,2023-10-22,Eagles,Dolphins,
2023,7,2023-10-22,Buccaneers,Falcons,
2023,7,2023-10-22,Ravens,Lions,
2023,7,2023-10-22,Broncos,Packers,
2023,7,2023-10-22,Bears,Raiders,
2023,7,2023-10-22,Rams,Steelers,
2023,7,2023-10-23,Vikings,49ers,
2023,8,2023-10-26,Bills,Buccaneers,
2023,8,2023-10-29,Chargers,Bears,
2023,8,2023-10-29,49ers,Bengals,
2023,8,2023-10-29,Seahawks,Browns,
2023,8,2023-10-29,Broncos,Chiefs,
2023,8,2023-10-29,Commanders,Eagles,
2023,8,2023-10-29,Titans,Falcons,
2023,8,2023-10-29,Steelers,Jaguars,
2023,8,2023-10-29,Giants,Jets,
2023,8,2023-10-29,Dolphins,Patriots,
2023,8,2023-10-29,Cowboys,Rams,
2023,8,2023-10-29,Cardinals,Ravens,
2023,8,2023-10-29,Colts,Saints,
2023,8,2023-10-29,Panthers,Texans,
2023,8,2023-10-29,Packers,Vikings,
2023,8,2023-10-30,Lions,Raiders,
2023,9,2023-11-02,Steelers,Titans,
2023,9,2023-11-05,Saints,Bears,
2023,9,2023-11-05,Bengals,Bills,
2023,9,2023-11-05,Texans,Buccaneers,
2023,9,2023-11-05,Browns,Cardinals,
2023,9,2023-11-05,Panthers,Colts,
2023,9,2023-11-05,Patriots,Commanders,
2023,9,2023-11-05,Eagles,Cowboys,
2023,9,2023-11-05,Chiefs,Dolphins,
2023,9,2023-11-05,Raiders,Giants,
2023,9,2023-11-05,Packers,Rams,
2023,9,2023-11-05,Ravens,Seahawks,
2023,9,2023-11-05,Falcons,Vikings,
2023,9,2023-11-06,Jets,Chargers,
2023,10,2023-11-09,Bears,Panthers,
2023,10,2023-11-12,Jaguars,49ers,
2023,10,2023-11-12,Ravens,Browns,
2023,10,2023-11-12,Patriots,Colts,
2023,10,2023-11-12,Seahawks,Commanders,
2023,10,2023-11-12,Cardinals,Falcons,
2023,10,2023-11-12,Cowboys,Giants,
2023,10,2023-11-12,Raiders,Jets,
2023,10,2023-11-12,Chargers,Lions,
2023,10,2023-11-12,Steelers,Packers,
2023,10,2023-11-12,Vikings,Saints,
2023,10,2023-11-12,Bengals,Texans,
2023,10,2023-11-12,Buccaneers,Titans,
2023,10,2023-11-13,Bills,Broncos,
2023,11,2023-11-16,Ravens,Bengals,
2023,11,2023-11-19,Lions,Bears,
2023,11,2023-11-19,49ers,Buccaneers,
2023,11,2023-11-19,Texans,Cardinals,
2023,11,2023-11-19,Packers,Chargers,
2023,11,2023-11-19,Panthers,Cowboys,
2023,11,2023-11-19,Commanders,Giants,
2023,11,2023-11-19,Bills,Jets,
2023,11,2023-11-19,Dolphins,Raiders,
2023,11,2023-11-19,Rams,Seahawks,
2023,11,2023-11-19,Browns,Steelers,
2023,11,2023-11-19,Jaguars,Titans,
2023,11,2023-11-19,Broncos,Vikings,
2023,11,2023-11-20,Chiefs,Eagles,
2023,12,2023-11-23,Seahawks,49ers,
2023,12,2023-11-23,Cowboys,Commanders,
2023,12,2023-11-23,Lions,Packers,
2023,12,2023-11-24,Jets,Dolphins,
2023,12,2023-11-26,Eagles,Bills,
2023,12,2023-11-26,Broncos,Browns,
2023,12,2023-11-26,Colts,Buccaneers,
2023,12,2023-11-26,Raiders,Chiefs,
2023,12,2023-11-26,Texans,Jaguars,
2023,12,2023-11-26,Titans,Panthers,
2023,12,2023-11-26,Giants,Patriots,
2023,12,2023-11-26,Cardinals,Rams,
2023,12,2023-11-26,Chargers,Ravens,
2023,12,2023-11-26,Falcons,Saints,
2023,12,2023-11-26,Bengals,Steelers,
2023,12,2023-11-27,Vikings,Bears,
2023,13,2023-11-30,Cowboys,Seahawks,
2023,13,2023-12-03,Eagles,49ers,
2023,13,2023-12-03,Texans,Broncos,
2023,13,2023-12-03,Rams,Browns,
2023,13,2023-12-03,Steelers,Cardinals,
2023,13,2023-12-03,Patriots,Chargers,
2023,13,2023-12-03,Packers,Chiefs,
2023,13,2023-12-03,Titans,Colts,
2023,13,2023-12-03,Commanders,Dolphins,
2023,13,2023-12-03,Jets,Falcons,
2023,13,2023-12-03,Saints,Lions,
2023,13,2023-12-03,Buccaneers,Panthers,
2023,13,2023-12-04,Jaguars,Bengals,
2023,14,2023-12-07,Steelers,Patriots,
2023,14,2023-12-10,Chiefs,Bills,
2023,14,2023-12-10,Chargers,Broncos,
2023,14,2023-12-10,Falcons,Buccaneers,
2023,14,2023-12-10,Bengals,Colts,
2023,14,2023-12-10,Cowboys,Eagles,
2023,14,2023-12-10,Browns,Jaguars,
2023,14,2023-12-10,Bears,Lions,
2023,14,2023-12-10,Saints,Panthers,
2023,14,2023-12-10,Ravens,Rams,
2023,14,2023-12-10,49ers,Seahawks,
2023,14,2023-12-10,Jets,Texans,
2023,14,2023-12-10,Raiders,Vikings,
2023,14,2023-12-11,Giants,Packers,
2023,14,2023-12-11,Dolphins,Titans,
2023,15,2023-12-14,Raiders,Chargers,
2023,15,2023-12-16,Lions,Broncos,
2023,15,2023-12-16,Colts,Steelers,
2023,15,2023-12-16,Bengals,Vikings,
2023,15,2023-12-17,Cardinals,49ers,
2023,15,2023-12-17,Browns,Bears,
2023,15,2023-12-17,Packers,Buccaneers,
2023,15,2023-12-17,Patriots,Chiefs,
2023,15,2023-12-17,Rams,Commanders,
2023,15,2023-12-17,Bills,Cowboys,
2023,15,2023-12-17,Panthers,Falcons,
2023,15,2023-12-17,Saints,Giants,
2023,15,2023-12-17,Dolphins,Jets,
2023,15,2023-12-17,Jaguars,Ravens,
2023,15,2023-12-17,Titans,Texans,
2023,15,2023-12-18,Seahawks,Eagles,
2023,16,2023-12-21,Rams,Saints,
2023,16,2023-12-23,Steelers,Bengals,
2023,16,2023-12-23,Chargers,Bills,
2023,16,2023-12-24,Texans,Browns,
2023,16,2023-12-24,Bears,Cardinals,
2023,16,2023-12-24,Falcons,Colts,
2023,16,2023-12-24,Jets,Commanders,
2023,16,2023-12-24,Dolphins,Cowboys,
2023,16,2023-12-24,Buccaneers,Jaguars,
2023,16,2023-12-24,Vikings,Lions,
2023,16,2023-12-24,Panthers,Packers,
2023,16,2023-12-24,Broncos,Patriots,
2023,16,2023-12-24,Titans,Seahawks,
2023,16,2023-12-25,Eagles,Giants,
2023,16,2023-12-25,Chiefs,Raiders,
2023,16,2023-12-25,49ers,Ravens,
2023,17,2023-12-28,Browns,Jets,
2023,17,2023-12-30,Cowboys,Lions,
2023,17,2023-12-31,Commanders,49ers,
2023,17,2023-12-31,Chiefs,Bengals,
2023,17,2023-12-31,Eagles,Cardinals,
2023,17,2023-12-31,Broncos,Chargers,
2023,17,2023-12-31,Ravens,Dolphins,
2023,17,2023-12-31,Bears,Falcons,
2023,17,2023-12-31,Vikings,Packers,
2023,17,2023-12-31,Jaguars,Panthers,
2023,17,2023-12-31,Bills,Patriots,
2023,17,2023-12-31,Colts,Raiders,
2023,17,2023-12-31,Giants,Rams,
2023,17,2023-12-31,Buccaneers,Saints,
2023,17,2023-12-31,Seahawks,Steelers,
2023,17,2023-12-31,Texans,Titans,
2023,18,2024-01-06,Ravens,Steelers,
2023,18,2024-01-06,Colts,Texans,
2023,18,2024-01-07,Packers,Bears,
2023,18,2024-01-07,Dolphins,Bills,
2023,18,2024-01-07,Raiders,Broncos,
2023,18,2024-01-07,Bengals,Browns,
2023,18,2024-01-07,Panthers,Buccaneers,
2023,18,2024-01-07,Chargers,Chiefs,
2023,18,2024-01-07,Commanders,Cowboys,
2023,18,2024-01-07,Giants,Eagles,
2023,18,2024-01-07,Saints,Falcons,
2023,18,2024-01-07,Titans,Jaguars,
2023,18,2024-01-07,Patriots,Jets,
2023,18,2024-01-07,49ers,Rams,
2023,18,2024-01-07,Cardinals,Seahawks,
2023,18,2024-01-07,Lions,Vikings,
2023,19,2024-01-13,Texans,Browns,
2023,19,2024-01-13,Chiefs,Dolphins,
2023,19,2024-01-14,Cowboys,Packers,
2023,19,2024-01-14,Lions,Rams,
2023,19,2024-01-15,Buccaneers,Eagles,
2023,19,2024-01-15,Bills,Steelers,
2023,20,2024-01-20,49ers,Packers,
2023,20,2024-01-20,Ravens,Texans,
2023,20,2024-01-21,Lions,Buccaneers,
2023,20,2024-01-21,Bills,Chiefs,
2023,21,2024-01-28,Ravens,Chiefs,
2023,21,2024-01-28,49ers,Lions,
2023,22,2024-02-11,Chiefs,49ers,
2024,1,2024-09-05,Chiefs,Ravens,
2024,1,2024-09-06,Eagles,Packers,
2024,1,2024-09-08,Seahawks,Broncos,
2024,1,2024-09-08,Bills,Cardinals,
2024,1,2024-09-08,Buccaneers,Commanders,
2024,1,2024-09-08,Browns,Cowboys,
2024,1,2024-09-08,Dolphins,Jaguars,
2024,1,2024-09-08,Saints,Panthers,
2024,1,2024-09-08,Bengals,Patriots,
2024,1,2024-09-08,Chargers,Raiders,
2024,1,2024-09-08,Lions,Rams,
2024,1,2024-09-08,Falcons,Steelers,
2024,1,2024-09-08,Colts,Texans,
2024,1,2024-09-08,Bears,Titans,
2024,1,2024-09-08,Giants,Vikings,
2024,1,2024-09-09,49ers,Jets,
2024,2,2024-09-12,Dolphins,Bills,
2024,2,2024-09-15,Vikings,49ers,
2024,2,2024-09-15,Texans,Bears,
2024,2,2024-09-15,Chiefs,Bengals,
2024,2,2024-09-15,Jaguars,Browns,
2024,2,2024-09-15,Lions,Buccaneers,
2024,2,2024-09-15,Panthers,Chargers,
2024,2,2024-09-15,Packers,Colts,
2024,2,2024-09-15,Commanders,Giants,
2024,2,2024-09-15,Titans,Jets,
2024,2,2024-09-15,Ravens,Raiders,
2024,2,2024-09-15,Cardinals,Rams,
2024,2,2024-09-15,Cowboys,Saints,
2024,2,2024-09-15,Patriots,Seahawks,
2024,2,2024-09-15,Broncos,Steelers,
2024,2,2024-09-16,Eagles,Falcons,
2024,3,2024-09-19,Jets,Patriots,
2024,3,2024-09-22,Rams,49ers,
2024,3,2024-09-22,Colts,Bears,
2024,3,2024-09-22,Buccaneers,Broncos,
2024,3,2024-09-22,Steelers,Chargers,
2024,3,2024-09-22,Falcons,Chiefs,
2024,3,2024-09-22,Seahawks,Dolphins,
2024,3,2024-09-22,Saints,Eagles,
2024,3,2024-09-22,Browns,Giants,
2024,3,2024-09-22,Cardinals,Lions,
2024,3,2024-09-22,Titans,Packers,
2024,3,2024-09-22,Raiders,Panthers,
2024,3,2024-09-22,Cowboys,Ravens,
2024,3,2024-09-22,Vikings,Texans,
2024,3,2024-09-23,Bengals,Commanders,
2024,3,2024-09-23,Bills,Jaguars,
2024,4,2024-09-26,Giants,Cowboys,
2024,4,2024-09-29,Panthers,Bengals,
2024,4,2024-09-29,Ravens,Bills,
2024,4,2024-09-29,Jets,Broncos,
2024,4,2024-09-29,Raiders,Browns,
